NOME DO MUNICÍPIO,COD. MUNIC,POPULAÇÃO ESTIMADA
Diamantina/MG,3121605,47924.00
Santana do Ipanema/AL,2708006,47910.00
Cornélio Procópio/PR,4106407,47840.00
Ribeirão/PE,2611804,47813.00
Mairinque/SP,3528403,47723.00
Mata de São João/BA,2921005,47643.00
Atalaia/AL,2700409,47540.00
Pederneiras/SP,3536703,47523.00
Barras/PI,2201200,47298.00
Dracena/SP,3514403,47287.00
Sena Madureira/AC,1200500,47168.00
São Mateus do Sul/PR,4125605,47137.00
Capão Bonito/SP,3510203,47098.00
Araioses/MA,2100907,47095.00
Toritama/PE,2615409,47088.00
Niquelândia/GO,5214606,47064.00
São Gabriel da Cachoeira/AM,1303809,47031.00
Morrinhos/GO,5213806,46955.00
Campo Maior/PI,2202208,46950.00
Medianeira/PR,4115804,46940.00
Augusto Corrêa/PA,1500909,46937.00
Guajará-Mirim/RO,1100106,46930.00
Poções/BA,2925105,46885.00
Sirinhaém/PE,2614204,46845.00
Osório/RS,4313508,46815.00
Guaramirim/SC,4206504,46757.00
Xique-Xique/BA,2933604,46562.00
São Lourenço/MG,3163706,46539.00
Santo Antônio da Platina/PR,4124103,46503.00
Laguna/SC,4209409,46424.00
Livramento de Nossa Senhora/BA,2919504,46372.00
Santos Dumont/MG,3160702,46357.00
Salto de Pirapora/SP,3545308,46285.00
Goianira/GO,5208806,46278.00
Paraguaçu Paulista/SP,3535507,46180.00
Serrana/SP,3551504,46166.00
Pontes e Lacerda/MT,5106752,46105.00
São Bento/MA,2110500,45989.00
Ipiaú/BA,2913903,45969.00
Canela/RS,4304408,45957.00
Mangaratiba/RJ,3302601,45941.00
Porangatu/GO,5218003,45866.00
Casimiro de Abreu/RJ,3301306,45864.00
Imbituba/SC,4207304,45711.00
Timbó/SC,4218202,45703.00
Jardinópolis/SP,3525102,45544.00
Marau/RS,4311809,45523.00
Xinguara/PA,1508407,45416.00
Uruará/PA,1508159,45395.00
Mamanguape/PB,2508901,45385.00
Caeté/MG,3110004,45364.00
Barra de São Francisco/ES,3200904,45301.00
Currais Novos/RN,2403103,45022.00
Maragogipe/BA,2920601,44902.00
Paraíba do Sul/RJ,3303708,44741.00
Orlândia/SP,3534302,44682.00
União/PI,2211100,44649.00
Espírito Santo do Pinhal/SP,3515186,44607.00
Panambi/RS,4313904,44583.00
Presidente Epitácio/SP,3541307,44572.00
Teotônio Vilela/AL,2709152,44570.00
São José de Mipibu/RN,2412203,44566.00
Igarapé/MG,3130101,44561.00
São Sebastião do Passé/BA,2929503,44554.00
Garça/SP,3516705,44429.00
Queimadas/PB,2512507,44388.00
Seabra/BA,2929909,44370.00
Itaberaí/GO,5210406,44329.00
Santa Rita do Sapucaí/MG,3159605,44226.00
Amontada/CE,2300754,44195.00
Paraty/RJ,3303807,44175.00
Nova Viçosa/BA,2923001,44170.00
Campina Grande do Sul/PR,4104006,44072.00
Campo Verde/MT,5102678,44033.00
Águas Belas/PE,2600500,43923.00
Mombaça/CE,2308500,43917.00
Catende/PE,2604205,43778.00
Tarauacá/AC,1200609,43730.00
Santa Quitéria/CE,2312205,43719.00
Itápolis/SP,3522703,43536.00
São Lourenço do Sul/RS,4318804,43501.00
Santo Antônio da Patrulha/RS,4317608,43397.00
Vargem Grande do Sul/SP,3556404,43368.00
Pedra Branca/CE,2310506,43359.00
Visconde do Rio Branco/MG,3172004,43351.00
Rosário/MA,2109601,43243.00
Estreito/MA,2104057,43097.00
Tietê/SP,3554508,42946.00
Barreiros/PE,2601409,42866.00
Santa Helena/MA,2109809,42829.00
Mucuri/BA,2922003,42729.00
Santo Antônio de Pádua/RJ,3304706,42705.00
Rio Negrinho/SC,4215000,42684.00
Machado/MG,3139003,42682.00
Itarema/CE,2306553,42595.00
Eldorado do Sul/RS,4306767,42490.00
Porto de Moz/PA,1505908,42456.00
Paranaíba/MS,5006309,42401.00
Itabaianinha/SE,2803005,42399.00
Almenara/MG,3101706,42380.00
Borba/AM,1300805,42328.00
Santa Maria da Boa Vista/PE,2612604,42266.00
Ituverava/SP,3524105,42259.00
Paiçandu/PR,4117503,42251.00
Tuntum/MA,2112308,42242.00
São Francisco de Itabapoana/RJ,3304755,42214.00
Ipu/CE,2305803,42148.00
Amarante do Maranhão/MA,2100600,42017.00
Entre Rios/BA,2910503,42014.00
Bom Jardim/MA,2102002,42010.00
Oliveira/MG,3145604,41987.00
Salinas/MG,3157005,41864.00
Novo Horizonte/SP,3533502,41765.00
São Mateus do Maranhão/MA,2111508,41750.00
Machadinho D'Oeste/RO,1100130,41724.00
Charqueadas/RS,4305355,41705.00
Andradas/MG,3102605,41704.00
Socorro/SP,3552106,41690.00
Goianésia do Pará/PA,1503093,41678.00
Santa Maria de Jetibá/ES,3204559,41588.00
Girau do Ponciano/AL,2702900,41549.00
Américo Brasiliense/SP,3501707,41545.00
Muaná/PA,1504901,41454.00
Colinas/MA,2103505,41443.00
Dois Vizinhos/PR,4107207,41424.00
Remanso/BA,2926004,41324.00
São Manuel/SP,3550100,41287.00
Guaíra/SP,3517406,41283.00
Sento Sé/BA,2930204,41279.00
São Miguel do Oeste/SC,4217204,41246.00
Promissão/SP,3541604,41211.00
Rio Real/BA,2927002,41209.00
Brumadinho/MG,3109006,41208.00
Juína/MT,5105150,41190.00
Salinópolis/PA,1506203,41164.00
Uruaçu/GO,5221601,41150.00
Colniza/MT,5103254,41117.00
Curuçá/PA,1502905,41093.00
Várzea Alegre/CE,2314003,41078.00
Buritis/RO,1100452,41043.00
Autazes/AM,1300300,41005.00
Guaraciaba do Norte/CE,2305001,40921.00
Araquari/SC,4201307,40890.00
Lajedo/PE,2608800,40883.00
Guariba/SP,3518602,40857.00
São Paulo de Olivença/AM,1303908,40837.00
Jeremoabo/BA,2918100,40832.00
Simão Dias/SE,2807105,40724.00
Inhambupe/BA,2913705,40720.00
Altos/PI,2200400,40681.00
São Francisco do Conde/BA,2929206,40664.00
Tucumã/PA,1508084,40661.00
Arcos/MG,3104205,40658.00
Nanuque/MG,3144300,40583.00
Pitangueiras/SP,3539509,40430.00
Pojuca/BA,2925204,40401.00
Boa Esperança/MG,3107109,40308.00
Santa Cruz/RN,2411205,40295.00
Amambai/MS,5000609,40247.00
Ouro Branco/MG,3145901,40220.00
Iturama/MG,3134400,40101.00
Várzea da Palma/MG,3170800,40101.00
Bom Jardim/PE,2602209,40038.00
Curitibanos/SC,4204806,40037.00
Esperantina/PI,2203701,39953.00
Afuá/PA,1500305,39910.00
Tijucas/SC,4218004,39889.00
Jaíba/MG,3135050,39850.00
São João Batista/SC,4216305,39719.00
Santa Maria da Vitória/BA,2928109,39707.00
Presidente Venceslau/SP,3541505,39648.00
José de Freitas/PI,2205508,39457.00
Torres/RS,4321501,39381.00
Massapê/CE,2308005,39341.00
Jacarezinho/PR,4111803,39268.00
Marataízes/ES,3203320,39259.00
Igarapé-Açu/PA,1503200,39234.00
Rosário do Sul/RS,4316402,39210.00
Pedreiras/MA,2108207,39153.00
Canaã dos Carajás/PA,1502152,39103.00
São Gabriel da Palha/ES,3204708,39085.00
Penalva/MA,2108306,38987.00
Santa Helena de Goiás/GO,5219308,38962.00
Rio Brilhante/MS,5007208,38844.00
Careiro/AM,1301100,38820.00
Pedro II/PI,2207900,38812.00
Iperó/SP,3521002,38771.00
São Fidélis/RJ,3304805,38749.00
Santa Rita/MA,2110203,38732.00
Nova Olinda do Norte/AM,1303106,38665.00
Itaitinga/CE,2306256,38661.00
Bodocó/PE,2602001,38605.00
Matozinhos/MG,3141108,38469.00
Aliança/PE,2600708,38408.00
Capelinha/MG,3112307,38321.00
São Gonçalo dos Campos/BA,2929305,38315.00
Rio Pardo/RS,4315701,38257.00
Dom Pedrito/RS,4306601,38222.00
Bonito/PE,2602308,38101.00
Presidente Figueiredo/AM,1303536,38095.00
Portão/RS,4314803,38081.00
Ipueiras/CE,2305902,38064.00
Pentecoste/CE,2310704,38045.00
Guaratuba/PR,4109609,37974.00
Castelo/ES,3201407,37956.00
Posse/GO,5218300,37924.00
Esplanada/BA,2910602,37902.00
Porteirinha/MG,3152204,37823.00
Igrejinha/RS,4310108,37754.00
Nossa Senhora da Glória/SE,2804508,37715.00
José Bonifácio/SP,3525706,37707.00
Santaluz/BA,2928000,37704.00
Extrema/MG,3125101,37649.00
Custódia/PE,2605103,37633.00
Amargosa/BA,2901007,37631.00
Agudos/SP,3500709,37582.00
Nova Cruz/RN,2408300,37554.00
Afogados da Ingazeira/PE,2600104,37546.00
São Caitano/PE,2613107,37488.00
Água Preta/PE,2600401,37386.00
Itaqui/RS,4310603,37363.00
Bom Jesus do Itabapoana/RJ,3300605,37306.00
Vassouras/RJ,3306206,37262.00
Petrolândia/PE,2611002,37246.00
Oeiras/PI,2207009,37138.00
Pimenta Bueno/RO,1100189,37098.00
Aguaí/SP,3500303,36981.00
Campo Novo do Parecis/MT,5102637,36917.00
Brejo/MA,2102101,36900.00
Gramado/RS,4309100,36864.00
Campos Novos/SC,4203600,36861.00
São João da Barra/RJ,3305000,36731.00
Fraiburgo/SC,4205506,36723.00
Araçuaí/MG,3103405,36715.00
Araguatins/TO,1702208,36573.00
Itambé/PE,2607653,36495.00
Guarantã do Norte/MT,5104104,36439.00
São Pedro/SP,3550407,36298.00
Colinas do Tocantins/TO,1705508,36271.00
Rio das Pedras/SP,3544004,36233.00
Aparecida/SP,3502507,36211.00
Ilhabela/SP,3520400,36194.00
Sertânia/PE,2614105,36189.00
Itapicuru/BA,2916500,36173.00
Itiúba/BA,2917003,36140.00
Baturité/CE,2302107,36127.00
Barra Bonita/SP,3505302,36125.00
Eirunepé/AM,1301407,36121.00
Marialva/PR,4114807,36103.00
São Gotardo/MG,3162104,36084.00
Santana do Paraíso/MG,3158953,36048.00
Apodi/RN,2401008,35904.00
Cravinhos/SP,3513108,35858.00
Bariri/SP,3505203,35844.00
Ibaté/SP,3519303,35830.00
Turiaçu/MA,2112407,35811.00
Garibaldi/RS,4308607,35794.00
Riacho de Santana/BA,2926400,35757.00
Matinhos/PR,4115705,35705.00
Peixoto de Azevedo/MT,5106422,35695.00
Porto União/SC,4213609,35685.00
Barra do Bugres/MT,5101704,35642.00
Missão Velha/CE,2308401,35566.00
Curralinho/PA,1502806,35530.00
Paracuru/CE,2310209,35526.00
Morro do Chapéu/BA,2921708,35466.00
Poço Redondo/SE,2805406,35461.00
Ouro Preto do Oeste/RO,1100155,35445.00
Camamu/BA,2905800,35444.00
Além Paraíba/MG,3101508,35438.00
Araçoiaba da Serra/SP,3502903,35389.00
João Câmara/RN,2405801,35360.00
Pilar/AL,2706901,35310.00
Cachoeira do Piriá/PA,1501956,35307.00
Ubajara/CE,2313609,35295.00
Pilão Arcado/BA,2924405,35295.00
Juara/MT,5105101,35275.00
Jaguariaíva/PR,4112009,35192.00
Adamantina/SP,3500105,35153.00
Piumhi/MG,3151503,35137.00
Itamarandiba/MG,3132503,35130.00
Parnarama/MA,2107803,35108.00
Santa Cruz das Palmeiras/SP,3546306,35102.00
Bom Jesus das Selvas/MA,2102036,35095.00
Curaçá/BA,2909901,35065.00
Armação dos Búzios/RJ,3300233,35060.00
Itaporanga d'Ajuda/SE,2803203,35054.00
São Raimundo Nonato/PI,2210607,35035.00
Padre Bernardo/GO,5215603,35011.00
Feijó/AC,1200302,34986.00
Boca do Acre/AM,1300706,34958.00
Itapemirim/ES,3202801,34957.00
Cansanção/BA,2906808,34929.00
Tanguá/RJ,3305752,34898.00
Rio Preto da Eva/AM,1303569,34856.00
São Luís do Quitunde/AL,2708501,34825.00
Guanhães/MG,3128006,34818.00
Canguaretama/RN,2402204,34814.00
Capela/SE,2801306,34808.00
Cabrobó/PE,2603009,34778.00
São Desidério/BA,2928901,34764.00
Quedas do Iguaçu/PR,4120903,34707.00
Estrela/RS,4307807,34669.00
Taiobeiras/MG,3168002,34653.00
São Bento/PB,2513901,34650.00
Rio Negro/PR,4122305,34645.00
Mandaguari/PR,4114203,34628.00
Jaguaribe/CE,2306900,34592.00
Pomerode/SC,4213203,34561.00
São Luís de Montes Belos/GO,5220108,34488.00
São Sebastião/AL,2708808,34424.00
São Domingos do Maranhão/MA,2110708,34391.00
Goiatuba/GO,5209101,34307.00
Braço do Norte/SC,4202800,34294.00
Teutônia/RS,4321451,34275.00
Concórdia do Pará/PA,1502756,34236.00
São José do Egito/PE,2613602,34210.00
Gurupá/PA,1503101,34127.00
Domingos Martins/ES,3201902,34120.00
Palmeira/PR,4117701,34109.00
Matões/MA,2106607,34099.00
Descalvado/SP,3513702,34097.00
São José do Belmonte/PE,2613503,34082.00
Eldorado do Carajás/PA,1502954,34069.00
Sarzedo/MG,3165537,34050.00
Almeirim/PA,1500503,34044.00
Penha/SC,4212502,34022.00
Jaguaruana/CE,2307007,33960.00
Ouro Fino/MG,3146008,33938.00
Jaguarari/BA,2917706,33915.00
Miguel Alves/PI,2206209,33901.00
Monção/MA,2106904,33888.00
Colíder/MT,5103205,33855.00
Ourilândia do Norte/PA,1505437,33831.00
Cachoeira Paulista/SP,3508603,33827.00
Urbano Santos/MA,2112605,33791.00
Touros/RN,2414407,33716.00
Cachoeira/BA,2904902,33659.00
Monteiro/PB,2509701,33638.00
Conceição do Jacuípe/BA,2908507,33631.00
Morro Agudo/SP,3531902,33598.00
João Alfredo/PE,2608107,33570.00
Dois Irmãos/RS,4306403,33547.00
Coxim/MS,5003306,33547.00
Barrinha/SP,3505609,33537.00
Riachão do Jacuípe/BA,2926301,33498.00
Guaíra/PR,4108809,33497.00
Floresta/PE,2605707,33488.00
Caçapava do Sul/RS,4302808,33476.00
Esperança/PB,2506004,33386.00
Poconé/MT,5106505,33386.00
Maragogi/AL,2704500,33351.00
Assis Chateaubriand/PR,4102000,33306.00
Imbituva/PR,4110102,33306.00
Biritiba Mirim/SP,3506607,33265.00
Guararapes/SP,3518206,33257.00
Paraipaba/CE,2310258,33232.00
Barão de Cocais/MG,3105400,33232.00
Pindaré-Mirim/MA,2108504,33186.00
Oeiras do Pará/PA,1505205,33182.00
São Luiz Gonzaga/RS,4318903,33124.00
Osvaldo Cruz/SP,3534609,33118.00
São Miguel Arcanjo/SP,3550209,33071.00
Três Marias/MG,3169356,33062.00
Carangola/MG,3113305,33022.00
Espigão D'Oeste/RO,1100098,33009.00
Palmeira das Missões/RS,4313706,32967.00
Vitória do Mearim/MA,2112902,32956.00
Barreirinha/AM,1300508,32919.00
Vicência/PE,2616308,32897.00
Bela Cruz/CE,2302305,32851.00
Santana do Acaraú/CE,2312007,32851.00
Arame/MA,2100956,32825.00
Pombal/PB,2512101,32803.00
Santa Fé do Sul/SP,3546603,32796.00
Gandu/BA,2911204,32778.00
Pinhão/PR,4119301,32722.00
São Joaquim de Bicas/MG,3162922,32696.00
Nazaré da Mata/PE,2609501,32673.00
Irituia/PA,1503507,32639.00
Cícero Dantas/BA,2907806,32636.00
Rio Branco do Sul/PR,4122206,32635.00
Cururupu/MA,2103703,32559.00
Nova Russas/CE,2309300,32487.00
São José da Tapera/AL,2708402,32462.00
Brasília de Minas/MG,3108602,32460.00
Palotina/PR,4117909,32389.00
Medicilândia/PA,1504455,32347.00
Santo Antônio do Tauá/PA,1507003,32346.00
Placas/PA,1505650,32325.00
Itatiaia/RJ,3302254,32312.00
São Domingos do Capim/PA,1507201,32285.00
Paratinga/BA,2923704,32274.00
Macau/RN,2407203,32260.00
Pompéu/MG,3152006,32248.00
Correntina/BA,2909307,32243.00
Aurora do Pará/PA,1500958,32200.00
Nova Mamoré/RO,1100338,32184.00
Laranjeiras do Sul/PR,4113304,32167.00
Tabuleiro do Norte/CE,2313104,32079.00
Confresa/MT,5103353,32076.00
Camacan/BA,2905602,32023.00
Ponta de Pedras/PA,1505700,32007.00
Bagre/PA,1501105,31967.00
Alto Alegre do Pindaré/MA,2100477,31967.00
Mocajuba/PA,1504604,31917.00
Pires do Rio/GO,5217401,31909.00
Ivaiporã/PR,4111506,31886.00
Santa Bárbara/MG,3157203,31873.00
Ibaiti/PR,4109708,31854.00
Juquitiba/SP,3526209,31844.00
Exu/PE,2605301,31709.00
Frederico Westphalen/RS,4308508,31675.00
Mateus Leme/MG,3140704,31631.00
Espinosa/MG,3124302,31603.00
Jaguaré/ES,3203056,31589.00
Raposa/MA,2109452,31586.00
Gameleira/PE,2605905,31578.00
Tracuateua/PA,1508035,31549.00
Vitorino Freire/MA,2113009,31520.00
Ipubi/PE,2607307,31515.00
Minas Novas/MG,3141801,31509.00
Conceição da Barra/ES,3201605,31479.00
Lavras da Mangabeira/CE,2307502,31476.00
Candelária/RS,4304200,31475.00
Iporá/GO,5210208,31471.00
Careiro da Várzea/AM,1301159,31459.00
Barra dos Coqueiros/SE,2800605,31439.00
Cândido Mota/SP,3510005,31410.00
Parambu/CE,2310308,31391.00
Rorainópolis/RR,1400472,31387.00
Guaçuí/ES,3202306,31372.00
Serra do Ramalho/BA,2930154,31362.00
Flores da Cunha/RS,4308201,31352.00
Novo Cruzeiro/MG,3145307,31339.00
Sooretama/ES,3205010,31278.00
Baixo Guandu/ES,3200805,31263.00
Jarinu/SP,3525201,31173.00
Ipixuna/AM,1301803,31172.00
Rio Pardo de Minas/MG,3155603,31171.00
Iguape/SP,3520301,31117.00
Trindade/PE,2615607,31103.00
Sombrio/SC,4217709,31084.00
Soledade/RS,4320800,31067.00
Bandeirantes/PR,4102406,31061.00
Capim Grosso/BA,2906873,31055.00
Caarapó/MS,5002407,31005.00
Bela Vista de Goiás/GO,5203302,31004.00
Nerópolis/GO,5214507,30931.00
Itabela/BA,2914653,30901.00
Ruy Barbosa/BA,2927200,30900.00
Canindé de São Francisco/SE,2801207,30894.00
Glória do Goitá/PE,2606101,30847.00
Barra do Choça/BA,2902906,30831.00
Arraial do Cabo/RJ,3300258,30827.00
Catolé do Rocha/PB,2504306,30819.00
Pau dos Ferros/RN,2409407,30802.00
Igarapava/SP,3520103,30791.00
Canavieiras/BA,2906303,30722.00
Joaçaba/SC,4209003,30684.00
Casa Branca/SP,3510807,30655.00
Carlos Barbosa/RS,4304804,30630.00
Luís Correia/PI,2205706,30558.00
Barra Velha/SC,4202107,30539.00
Nova Santa Rita/RS,4313375,30482.00
Guararema/SP,3518305,30465.00
Mãe do Rio/PA,1504059,30389.00
Carmo do Paranaíba/MG,3114303,30339.00
Laranjeiras/SE,2803609,30327.00
Afonso Cláudio/ES,3200102,30326.00
Anchieta/ES,3200409,30285.00
Triunfo/RS,4322004,30159.00
Campo Magro/PR,4104253,30151.00
Anajás/PA,1500701,30091.00
Cambuí/MG,3110608,30068.00
Arari/MA,2101004,30014.00
Piraju/SP,3538808,29930.00
Palmeiras de Goiás/GO,5215702,29915.00
Alegre/ES,3200201,29869.00
Mirandópolis/SP,3530102,29844.00
Prainha/PA,1506005,29827.00
Piraí/RJ,3304003,29802.00
Propriá/SE,2805703,29756.00
Rancharia/SP,3542206,29743.00
Bujaru/PA,1501907,29717.00
Codajás/AM,1301308,29691.00
Pitanga/PR,4119608,29686.00
Serra Negra/SP,3551603,29669.00
Limoeiro do Ajuru/PA,1504000,29623.00
Pilar do Sul/SP,3537909,29612.00
Ibimirim/PE,2606606,29585.00
Maracanã/PA,1504307,29559.00
Itaperuçu/PR,4111258,29493.00
Taquaritinga do Norte/PE,2615003,29472.00
Muritiba/BA,2922300,29420.00
Iúna/ES,3203007,29417.00
Iguaba Grande/RJ,3301876,29344.00
Anapu/PA,1500859,29312.00
Irará/BA,2914505,29305.00
Santa Vitória do Palmar/RS,4317301,29298.00
Extremoz/RN,2403608,29282.00
Xaxim/SC,4219705,29254.00
Timbiras/MA,2112100,29241.00
Redenção/CE,2311603,29238.00
Humberto de Campos/MA,2105005,29143.00
Paripiranga/BA,2923803,29124.00
Miranda do Norte/MA,2106755,29121.00
Carinhanha/BA,2907103,29118.00
Baraúna/RN,2401453,29112.00
Valente/BA,2933000,29111.00
Cláudio/MG,3116605,29093.00
Caetés/PE,2603207,29065.00
Itacaré/BA,2914901,29051.00
Laranjal Paulista/SP,3526407,29047.00
Piracuruca/PI,2208304,28952.00
Três Coroas/RS,4321709,28948.00
Buriti/MA,2102200,28916.00
Campos Gerais/MG,3111606,28908.00
Limoeiro de Anadia/AL,2704203,28904.00
Ituberá/BA,2917300,28870.00
Tabira/PE,2614600,28860.00
Passira/PE,2610509,28856.00
Campo Alegre de Lourdes/BA,2905909,28839.00
São Bernardo/MA,2110609,28825.00
Porto da Folha/SE,2805604,28788.00
Conceição das Alagoas/MG,3117306,28782.00
Novo Oriente/CE,2309409,28737.00
Goioerê/PR,4108601,28734.00
Carauari/AM,1301001,28719.00
Nazaré/BA,2922508,28661.00
Santa Rita de Cássia/BA,2928406,28613.00
Pedras de Fogo/PB,2511202,28607.00
Santo Antônio do Monte/MG,3160405,28603.00
Marapanim/PA,1504406,28563.00
Elói Mendes/MG,3123601,28556.00
Oiapoque/AP,1600501,28534.00
Pontal do Paraná/PR,4119954,28529.00
Minaçu/GO,5213087,28518.00
Conchal/SP,3512209,28491.00
Arapoti/PR,4101606,28480.00
Cajati/SP,3509254,28441.00
Pitangui/MG,3151404,28433.00
Murici/AL,2705507,28428.00
Miranda/MS,5005608,28423.00
Alagoa Grande/PB,2500304,28384.00
Olindina/BA,2923100,28373.00
Alexânia/GO,5200308,28360.00
Presidente Tancredo Neves/BA,2925758,28272.00
Nísia Floresta/RN,2408201,28266.00
Prado/BA,2925501,28214.00
Buritizeiro/MG,3109402,28184.00
Prata/MG,3152808,28173.00
Areia Branca/RN,2401107,28156.00
Mirassol d'Oeste/MT,5105622,28135.00
Melgaço/PA,1504505,28121.00
Candeias do Jamari/RO,1100809,28068.00
Alto Alegre do Maranhão/MA,2100436,28066.00
Nova Esperança/PR,4116901,28062.00
Santa Cruz Cabrália/BA,2927705,28058.00
Nova Prata/RS,4313300,28021.00
Pirapozinho/SP,3539202,27974.00
Coromandel/MG,3119302,27958.00
Paty do Alferes/RJ,3303856,27942.00
Traipu/AL,2709202,27934.00
Cocal/PI,2202703,27901.00
São José do Norte/RS,4318507,27866.00
Santa Gertrudes/SP,3546702,27850.00
Juatuba/MG,3136652,27823.00
Marco/CE,2307809,27822.00
Água Azul do Norte/PA,1500347,27797.00
Tupanatinga/PE,2615805,27793.00
Bom Jardim/RJ,3300506,27779.00
Barcelos/AM,1300409,27772.00
Lagoa Vermelha/RS,4311304,27751.00
Mandirituba/PR,4114302,27750.00
Lagoa Seca/PB,2508307,27728.00
Dois Córregos/SP,3514106,27704.00
São Miguel do Iguaçu/PR,4125704,27696.00
Jaciara/MT,5104807,27696.00
Quijingue/BA,2925907,27672.00
São Gabriel do Oeste/MS,5007695,27660.00
Mantena/MG,3139607,27651.00
Santa Rita do Passa Quatro/SP,3547502,27641.00
Itaí/SP,3521804,27632.00
Forquilhinha/SC,4205456,27621.00
Piracaia/SP,3538600,27617.00
Pinheiros/ES,3204104,27601.00
Campos Sales/CE,2302701,27513.00
Sapezal/MT,5107875,27485.00
Ubatã/BA,2932309,27481.00
Boca da Mata/AL,2701001,27429.00
Icatu/MA,2105104,27423.00
Milagres/CE,2308302,27413.00
Ipameri/GO,5210109,27365.00
Porto Calvo/AL,2707305,27331.00
Vera Cruz/RS,4322707,27325.00
Lapão/BA,2919157,27323.00
São Joaquim/SC,4216503,27322.00
Sanharó/PE,2612406,27308.00
São Sebastião da Boa Vista/PA,1507706,27302.00
Belo Oriente/MG,3106309,27277.00
Pombos/PE,2611309,27204.00
Jardim/CE,2307106,27187.00
Anajatuba/MA,2100709,27170.00
Valparaíso/SP,3556305,27154.00
Mundo Novo/BA,2922102,27153.00
Itapissuma/PE,2607752,27144.00
Miracema/RJ,3303005,27134.00
Cujubim/RO,1100940,27131.00
Brasiléia/AC,1200104,27123.00
Ilha de Itamaracá/PE,2607604,27076.00
Ibotirama/BA,2913200,27076.00
Nova Soure/BA,2922904,27047.00
Santa Helena/PR,4123501,27036.00
Caririaçu/CE,2303204,27008.00
Iguaí/BA,2913507,27006.00
Goianinha/RN,2404200,27004.00
Boquim/SE,2800670,26980.00
Aldeias Altas/MA,2100303,26979.00
Santa Rosa de Viterbo/SP,3547601,26960.00
Nossa Senhora das Dores/SE,2804607,26957.00
Batalha/PI,2201507,26951.00
Vila Rica/MT,5108600,26946.00
Mutum/MG,3144003,26945.00
Reserva/PR,4121703,26933.00
Taquari/RS,4321303,26907.00
Ilha Solteira/SP,3520442,26886.00
Nepomuceno/MG,3144607,26882.00
Veranópolis/RS,4322806,26813.00
Santana/BA,2928208,26792.00
Martinópolis/SP,3529203,26791.00
Corrente/PI,2202901,26771.00
Ibatiba/ES,3202454,26762.00
Condado/PE,2604601,26755.00
Água Boa/MT,5100201,26679.00
Coração de Jesus/MG,3118809,26620.00
